"data","dia.do.ano","t.media","t.max","t.min","chuva","ur","estacao"
2009-12-04,338,30.270625,34.62,26.09,0,58.13625,"Primavera"
2009-12-05,339,28.091875,32.29,25.44,0,76.625625,"Primavera"
2009-12-06,340,28.5260416666667,32.17,24.9,0,71.783125,"Primavera"
2009-12-07,341,25.24625,27.66,23.79,3.8,88.0875,"Primavera"
2009-12-08,342,25.498125,28.53,23.34,1,82.9279166666667,"Primavera"
2009-12-09,343,25.173125,31.24,22.53,5,83.528125,"Primavera"
2009-12-10,344,23.0064583333333,23.89,21.63,24.8,95.30625,"Primavera"
2009-12-11,345,24.301875,29.04,22.68,2.2,90.31875,"Primavera"
2009-12-12,346,24.3170833333333,27.34,22.45,34.4,90.8729166666667,"Primavera"
2009-12-13,347,26.0377083333333,30.05,23.21,0.2,79.9377083333333,"Primavera"
2009-12-14,348,27.570625,31.31,23.86,2.4,73.5891666666667,"Primavera"
2009-12-15,349,26.5310416666667,30.1,24.01,5.2,80.736875,"Primavera"
2009-12-16,350,24.5864583333333,26.97,23.6,14,92.4083333333333,"Primavera"
2009-12-17,351,23.0634146341463,NA,NA,18.4,NA,"Primavera"
2009-12-18,352,25.9977083333333,31.04,22.15,0.2,81.0883333333333,"Primavera"
2009-12-19,353,26.3208333333333,30.05,23.47,1.4,85.4733333333333,"Primavera"
2009-12-20,354,26.3072916666667,31.43,24.07,0.2,83.5779166666667,"Primavera"
2009-12-21,355,22.9316666666667,24.97,21.64,78.6,95.6145833333333,"Primavera"
2009-12-22,356,24.855625,29.32,21.9,0,85.688125,"Primavera"
2009-12-23,357,26.0845833333333,30.15,22.86,0,80.4327083333333,"Verão"
2009-12-24,358,26.1641666666667,30.76,23.82,3.4,81.3416666666667,"Verão"
2009-12-25,359,27.0029166666667,31.68,23.13,0,79.909375,"Verão"
2009-12-26,360,28.9639583333333,32.39,25.45,0,69.1058333333333,"Verão"
2009-12-27,361,28.615,32.01,23.95,2,68.6729166666667,"Verão"
2009-12-28,362,26.455,30.88,23.35,6,78.7570833333333,"Verão"
2009-12-29,363,24.2902083333333,27.27,22.56,11.4,89.225,"Verão"
2009-12-30,364,26.2139583333333,30.01,22.79,0,77.0685416666667,"Verão"
2009-12-31,365,27.1614583333333,31.3,23.4,0,70.5270833333333,"Verão"
2010-01-01,1,26.538125,29.93,24.65,0,77.8597916666667,"Verão"
2010-01-02,2,26.9158333333333,30.73,23.32,1,75.5572916666667,"Verão"
2010-01-03,3,25.960625,30.07,23.7,0,81.0572916666667,"Verão"
2010-01-04,4,25.2870833333333,29.54,22.82,1,84.4277083333333,"Verão"
2010-01-05,5,26.9920833333333,31.39,23.17,0.6,77.2172916666667,"Verão"
2010-01-06,6,27.0764583333333,31.14,23.78,0.2,79.393125,"Verão"
2010-01-07,7,25.34125,29.04,23.43,2.4,88.48125,"Verão"
2010-01-08,8,26.1610416666667,28.86,23.58,0.8,82.1852083333333,"Verão"
2010-01-09,9,27.3845833333333,30.46,24.25,0.2,73.114375,"Verão"
2010-01-10,10,25.6479166666667,29.19,23.78,5.4,83.468125,"Verão"
2010-01-11,11,24.5029166666667,26.67,23.38,30.6,91.94375,"Verão"
2010-01-12,12,24.295625,25.81,23.12,0.6,89.4083333333333,"Verão"
2010-01-13,13,25.703125,30.53,22.44,2.2,84.1935416666667,"Verão"
2010-01-14,14,26.619375,30.63,23.89,0.6,81.7883333333333,"Verão"
2010-01-15,15,24.0495833333333,26.92,22.71,24.2,90.5229166666667,"Verão"
2010-01-16,16,24.5802083333333,27.45,22.33,49.8,89.1041666666667,"Verão"
2010-01-17,17,23.5116666666667,24.89,21.94,27,93.6520833333333,"Verão"
2010-01-18,18,25.380625,28.44,22.9,33,88.35,"Verão"
2010-01-19,19,27.56125,31.6,23.87,0,77.5977083333333,"Verão"
2010-01-20,20,26.7864583333333,31.35,23.41,0,79.5125,"Verão"
2010-01-21,21,25.51375,28.98,22.61,5.6,84.9104166666667,"Verão"
2010-01-22,22,25.5345833333333,28.12,23.94,0,87.5770833333333,"Verão"
2010-01-23,23,25.0245833333333,27.69,22.6,15,88.2770833333333,"Verão"
2010-01-24,24,25.750625,29.55,22.55,0.2,83.4908333333333,"Verão"
2010-01-25,25,25.658125,30.53,23.32,6,84.99625,"Verão"
2010-01-26,26,26.3322916666667,30.56,23.12,0,79.0477083333333,"Verão"
2010-01-27,27,25.2772916666667,29.23,23.5,0.8,86.5441666666667,"Verão"
2010-01-28,28,26.5860416666667,31.1,22.38,0.2,78.9610416666667,"Verão"
2010-01-29,29,27.61375,30.92,24.33,0,74.2547916666667,"Verão"
2010-01-30,30,25.4227083333333,28.75,23.64,8.6,85.8395833333333,"Verão"
2010-01-31,31,24.984375,28.64,23.22,3.2,89.6333333333333,"Verão"
2010-02-01,32,25.4595833333333,28.51,24.15,7.6,89.2375,"Verão"
2010-02-02,33,25.338125,28.11,23.6,7.6,90.3395833333333,"Verão"
2010-02-03,34,25.849375,28.86,22.36,5.8,87.5416666666667,"Verão"
2010-02-04,35,27.9683333333333,31.66,24.37,0,74.145625,"Verão"
2010-02-05,36,26.9047916666667,30.55,24.81,4.2,81.891875,"Verão"
2010-02-06,37,25.69,27.6,24.16,6.2,89.4229166666667,"Verão"
2010-02-07,38,24.503125,26.97,22.31,28.4,91.61875,"Verão"
2010-02-08,39,25.5252083333333,29.98,23.73,4.2,89.1370833333333,"Verão"
2010-02-09,40,24.705,28.7,23.59,5.8,92.05625,"Verão"
2010-02-10,41,24.1535416666667,26.2,22.36,35.4,92.3916666666667,"Verão"
2010-02-11,42,25.8354166666667,28.3,23.95,0.4,82.0089583333333,"Verão"
2010-02-12,43,25.7835416666667,30.3,23.21,26,84.8095833333333,"Verão"
2010-02-13,44,25.3879166666667,29.91,22.8,1.8,87.6875,"Verão"
2010-02-14,45,27.01375,30.98,24.19,3,79.2354166666667,"Verão"
2010-02-15,46,27.6960416666667,31.4,24.33,0,72.174375,"Verão"
2010-02-16,47,27.3852083333333,30.7,24.46,0.2,74.3033333333333,"Verão"
2010-02-17,48,25.35125,29.11,23.43,10.4,87.9979166666667,"Verão"
2010-02-18,49,25.8452083333333,28.74,23.33,16,87.0416666666667,"Verão"
2010-02-19,50,28.6941666666667,32.58,24.7,0,72.6239583333333,"Verão"
2010-02-20,51,28.216875,32.07,23.68,1.4,75.0777083333333,"Verão"
2010-02-21,52,26.3554166666667,29.71,24.23,0,82.5710416666667,"Verão"
2010-02-22,53,23.94875,25.86,22.77,11.4,94.5229166666667,"Verão"
2010-02-23,54,25.2522916666667,30.03,23.7,5.4,91.1070833333333,"Verão"
2010-02-24,55,25.22,31.05,23.34,10.8,89.836875,"Verão"
2010-02-25,56,24.6829166666667,29.51,23.05,0,92.7333333333333,"Verão"
2010-02-26,57,23.8808333333333,28.28,22.08,0.2,94.65,"Verão"
2010-02-27,58,24.2864583333333,26.7,22,0,90.7791666666667,"Verão"
2010-02-28,59,26.25125,31.03,24.16,0.4,83.75875,"Verão"
2010-03-01,60,25.985,30.54,23.56,2.2,87.8325,"Verão"
2010-03-02,61,28.2497916666667,32.92,24.91,0.2,71.45125,"Verão"
2010-03-03,62,26.898125,31.12,23.95,10.4,81.789375,"Verão"
2010-03-04,63,27.220625,32.57,24.3,0.6,82.784375,"Verão"
2010-03-05,64,24.385,28.67,22.38,75.8,92.9520833333333,"Verão"
2010-03-06,65,25.9508333333333,29.97,22.29,0.4,84.5085416666667,"Verão"
2010-03-07,66,27.2435416666667,31.56,24.68,1.4,81.94125,"Verão"
2010-03-08,67,26.865625,31.88,25.17,4.2,84.1670833333333,"Verão"
2010-03-09,68,26.1666666666667,31.03,24.43,16.4,89.9877083333333,"Verão"
2010-03-10,69,28.2683333333333,32.61,23.65,0,75.7729166666667,"Verão"
2010-03-11,70,26.7383333333333,31.51,24.22,4.6,82.970625,"Verão"
2010-03-12,71,26.580625,31.88,24.23,0.2,84.460625,"Verão"
2010-03-13,72,28.680625,32.55,25.07,0,73.6079166666667,"Verão"
2010-03-14,73,28.3529166666667,33.7,25.2,1,75.2516666666667,"Verão"
2010-03-15,74,27.4864583333333,30.9,23.27,9.4,77.0889583333333,"Verão"
2010-03-16,75,26.079375,30.47,22.55,0,81.465625,"Verão"
2010-03-17,76,26.05125,29.7,23.63,4.4,82.8214583333333,"Verão"
2010-03-18,77,27.8145833333333,31.89,23.28,0.2,71.4733333333333,"Verão"
2010-03-19,78,26.6041666666667,29.82,23.58,17,83.5197916666667,"Verão"
2010-03-20,79,24.9529166666667,28.97,22.01,34.2,90.2145833333333,"Verão"
2010-03-21,80,24.9322916666667,29.37,22.32,15.8,87.59,"Outono"
2010-03-22,81,27.8579166666667,31.73,24.03,0,70.6552083333333,"Outono"
2010-03-23,82,27.3914583333333,30.04,23.95,0,69.81125,"Outono"
2010-03-24,83,26.2189583333333,28.65,23.35,0.2,79.1829166666667,"Outono"
2010-03-25,84,24.9935416666667,28.87,23.23,0.8,89.85,"Outono"
2010-03-26,85,25.1627083333333,29.78,22.43,11.6,88.0935416666667,"Outono"
2010-03-27,86,24.4914583333333,26.94,23.1,5,90.7833333333333,"Outono"
2010-03-28,87,26.05625,30.58,22.53,0.2,81.5577083333333,"Outono"
2010-03-29,88,26.275625,31.95,22.71,3.2,81.8658333333333,"Outono"
2010-03-30,89,25.569375,28.29,23.51,0.2,86.825,"Outono"
2010-03-31,90,25.5027083333333,30.04,23.19,38.2,87.1272916666667,"Outono"
2010-04-01,91,23.2941666666667,26.32,21.95,54.4,95.9979166666667,"Outono"
2010-04-02,92,23.1427083333333,25.26,22.12,2.6,94.2979166666667,"Outono"
2010-04-03,93,25.4925,30.89,21.97,1.2,83.9475,"Outono"
2010-04-04,94,25.894375,29.83,23.08,4.8,84.9679166666667,"Outono"
2010-04-05,95,25.6583333333333,29.53,22.5,17,88.6691666666667,"Outono"
2010-04-06,96,24.1975,27.01,22.85,10.2,93.5333333333333,"Outono"
2010-04-07,97,23.0035416666667,25.29,21.72,75,95.31875,"Outono"
2010-04-08,98,25.690625,30.13,21.51,0.4,81.6785416666667,"Outono"
2010-04-09,99,25.2014583333333,29.02,23.74,17.4,90.29375,"Outono"
2010-04-10,100,25.120625,27.83,23.54,0.2,89.5708333333333,"Outono"
2010-04-11,101,25.493125,30.57,23.47,3.4,87.3229166666667,"Outono"
2010-04-12,102,24.8458333333333,29.73,23.21,8.6,89.6904166666667,"Outono"
2010-04-13,103,26.5414583333333,31.34,22.67,0.2,78.8077083333333,"Outono"
2010-04-14,104,26.3566666666667,29.76,24.17,3,85.2945833333333,"Outono"
2010-04-15,105,23.6922916666667,25.14,22.42,26,94.40625,"Outono"
2010-04-16,106,23.7941666666667,26.26,22.04,1.4,91.4208333333333,"Outono"
2010-04-17,107,27.0239583333333,33,22.74,0,77.68,"Outono"
2010-04-18,108,25.3329166666667,29.77,23.6,12,88.9770833333333,"Outono"
2010-04-19,109,27.093125,32.41,23.17,3.4,80.75375,"Outono"
2010-04-20,110,26.8208888888889,NA,NA,77,NA,"Outono"
2010-04-21,111,22.923125,24.07,22.45,66.4,94.775,"Outono"
2010-04-22,112,26.704375,32.7,22.04,0.2,80.0629166666667,"Outono"
2010-04-23,113,27.465,31.97,24.95,2.6,82.0104166666667,"Outono"
2010-04-24,114,25.4591666666667,30.08,23.88,13,91.18125,"Outono"
2010-04-25,115,26.263125,30.51,23.38,5.2,86.55375,"Outono"
2010-04-26,116,26.236875,30.25,23.55,29.8,88.23,"Outono"
2010-04-27,117,25.9483720930233,NA,NA,8.4,NA,"Outono"
2010-04-28,118,24.8425,30.18,22.81,20,90.0035416666667,"Outono"
2010-04-29,119,24.064,NA,NA,21.2,NA,"Outono"
2010-04-30,120,24.9920512820513,NA,NA,24.6,NA,"Outono"
2010-05-01,121,25.05425,NA,NA,11.4,NA,"Outono"
2010-05-02,122,24.870625,30.19,22.53,0.8,89.370625,"Outono"
2010-05-03,123,24.2535416666667,26.88,22.99,17.4,92.7645833333333,"Outono"
2010-05-04,124,25.5760416666667,30.75,22.72,18.2,86.1697916666667,"Outono"
2010-05-05,125,25.7555813953488,NA,NA,0.4,NA,"Outono"
2010-05-06,126,24.4110416666667,28.83,21.77,20.8,87.56,"Outono"
2010-05-07,127,26.6985416666667,31.1,22.72,0,79.8583333333333,"Outono"
2010-05-08,128,26.4647916666667,30.74,24.1,0.2,84.34625,"Outono"
2010-05-09,129,26.32375,31.84,23.11,20.2,83.380625,"Outono"
2010-05-10,130,24.428125,26.68,23.36,7,91.2875,"Outono"
2010-05-11,131,24.3947916666667,26.41,22.8,7.4,88.7020833333333,"Outono"
2010-05-12,132,24.9902083333333,28.26,22.64,0,84.4920833333333,"Outono"
2010-05-13,133,25.5622916666667,27.97,23.74,0.8,80.23875,"Outono"
2010-05-14,134,25.5625,29.12,23.95,18.8,86.7625,"Outono"
2010-05-15,135,24.7235416666667,27.38,22.79,1,89.0166666666667,"Outono"
2010-05-16,136,26.354375,30.94,23.44,0.4,83.1072916666667,"Outono"
2010-05-17,137,26.1310416666667,31.15,23.48,4,85.1802083333333,"Outono"
2010-05-18,138,26.19875,30.04,23.69,13,85.5291666666667,"Outono"
2010-05-19,139,28.0447916666667,32.39,23.62,0,74.73125,"Outono"
2010-05-20,140,27.3977777777778,NA,NA,3,NA,"Outono"
2010-05-21,141,26.0679545454545,NA,NA,8,NA,"Outono"
2010-05-22,142,27.0070833333333,31.36,23.8,0.2,83.009375,"Outono"
2010-05-23,143,25.8504166666667,29.3,24.06,0.8,87.1110416666667,"Outono"
2010-05-24,144,27.0623404255319,NA,NA,0,NA,"Outono"
2010-05-25,145,27.08,32.16,25.09,2,81.5325,"Outono"
2010-05-26,146,27.1997916666667,32.16,24.59,3.8,82.251875,"Outono"
2010-05-27,147,24.0757446808511,NA,NA,5.6,NA,"Outono"
2010-05-28,148,24.7522916666667,26.87,22.93,0.2,91.01875,"Outono"
2010-05-29,149,23.6895833333333,25.38,22.74,18.2,94.0520833333333,"Outono"
2010-05-30,150,25.0252083333333,29.13,22.61,0,86.1358333333333,"Outono"
2010-05-31,151,26.7022916666667,30.65,23.12,0,78.8672916666667,"Outono"
2010-06-01,152,26.116875,31.03,23.43,1.6,83.2610416666667,"Outono"
2010-06-02,153,26.555625,31.07,22.88,0,78.9522916666667,"Outono"
2010-06-03,154,25.633125,29.84,23.07,0,85.43375,"Outono"
2010-06-04,155,25.6064583333333,30.88,21.73,0,83.9541666666667,"Outono"
2010-06-05,156,24.12625,29.23,21.87,7.2,90.1729166666667,"Outono"
2010-06-06,157,24.2554166666667,30.02,21.33,2.6,89.0527083333333,"Outono"
2010-06-07,158,26.6904166666667,30.56,22.97,0,78.3477083333333,"Outono"
2010-06-08,159,26.005,30.43,23.84,0,83.2422916666667,"Outono"
2010-06-09,160,24.4445833333333,30.14,22.09,24.2,88.3277083333333,"Outono"
2010-06-10,161,25.3410416666667,30.61,21.82,0.2,82.4397916666667,"Outono"
2010-06-11,162,24.558125,30.61,21.55,8.4,85.893125,"Outono"
2010-06-12,163,25.2770833333333,30.01,22.5,1,83.5175,"Outono"
2010-06-13,164,26.2064583333333,31.1,22.85,1.6,76.2620833333333,"Outono"
2010-06-14,165,27.3570833333333,31.26,23.53,0,73.5545833333333,"Outono"
2010-06-15,166,25.5227083333333,30.32,23.13,0.8,83.1002083333333,"Outono"
2010-06-16,167,24.7841666666667,29.65,22.45,23.2,87.625,"Outono"
2010-06-17,168,25.2539583333333,28.57,23.6,11.4,87.8416666666667,"Outono"
2010-06-18,169,25.80625,31.56,22.95,16.2,85.8910416666667,"Outono"
2010-06-19,170,24.3152083333333,29.55,22.12,8.8,89.1616666666667,"Outono"
2010-06-20,171,26.1654166666667,30.67,21.71,0.2,80.0266666666667,"Outono"
2010-06-21,172,25.936875,31.4,22.98,0,81.0627083333333,"Inverno"
2010-06-22,173,24.5270833333333,30.94,22.29,7.6,86.1139583333333,"Inverno"
2010-06-23,174,26.1164583333333,31.26,21.65,0,76.473125,"Inverno"
2010-06-24,175,26.4182051282051,NA,NA,0.8,NA,"Inverno"
2010-06-25,176,26.23,30.86,23.38,0.6,77.3902083333333,"Inverno"
2010-06-26,177,24.0372916666667,28.14,22.6,8.8,88.25625,"Inverno"
2010-06-27,178,26.36125,30.61,22.16,0,73.2720833333333,"Inverno"
2010-06-28,179,27.600625,30.88,24.37,0,62.775,"Inverno"
2010-06-29,180,28.106875,31.7,24.25,0,59.03625,"Inverno"
2010-06-30,181,27.940625,31.69,25.43,0,61.71,"Inverno"
2010-07-01,182,26.1329166666667,28.76,24.17,0,78.2497916666667,"Inverno"
2010-07-02,183,25.2997916666667,30.7,23.39,0,84.4785416666667,"Inverno"
2010-07-03,184,25.6552083333333,30.8,23.53,1.6,83.4570833333333,"Inverno"
2010-07-04,185,24.6608333333333,28.26,22.27,10,88.5958333333333,"Inverno"
2010-07-05,186,24.295625,27.64,21.95,9.6,88.6145833333333,"Inverno"
2010-07-06,187,24.9309302325581,NA,NA,0.2,NA,"Inverno"
2010-07-07,188,26.1902222222222,NA,NA,0.2,NA,"Inverno"
2010-07-08,189,27.08625,31.34,23.32,0.2,72.075,"Inverno"
2010-07-09,190,27.9070833333333,31.89,24.31,0,68.2689583333333,"Inverno"
2010-07-10,191,25.0797916666667,27.74,22.98,0.8,86.1333333333333,"Inverno"
2010-07-11,192,24.8129166666667,30.03,21.67,0,86.0745833333333,"Inverno"
2010-07-12,193,26.2747916666667,29.19,22.71,0.2,81.050625,"Inverno"
2010-07-13,194,25.8816666666667,30.63,23.38,0,81.8339583333333,"Inverno"
2010-07-14,195,26.6304166666667,31.01,22.28,1.2,76.1697916666667,"Inverno"
2010-07-15,196,27.1041666666667,31.14,24.54,1,74.29875,"Inverno"
2010-07-16,197,23.933125,28.43,21.76,31.8,90.0020833333333,"Inverno"
2010-07-17,198,21.998125,23.39,20.72,0.4,92.21875,"Inverno"
2010-07-18,199,20.6466666666667,22.02,19.43,1.2,89.5541666666667,"Inverno"
2010-07-19,200,20.7977083333333,22.68,19.44,0.8,93.2916666666667,"Inverno"
2010-07-20,201,22.849375,26.47,19.91,0,85.8864583333333,"Inverno"
2010-07-21,202,24.7345833333333,28.54,21.24,0.2,80.8929166666667,"Inverno"
2010-07-22,203,25.9660416666667,30.64,22.77,5,78.565625,"Inverno"
2010-07-23,204,24.9122916666667,29.22,22.45,1.2,84.0172916666667,"Inverno"
2010-07-24,205,24.735,31.53,21.13,42.8,83.0854166666667,"Inverno"
2010-07-25,206,25.76875,31.75,22.64,0.6,78.4977083333333,"Inverno"
2010-07-26,207,27.2285416666667,31.27,22.78,0.2,68.8441666666667,"Inverno"
2010-07-27,208,27.4145833333333,32.37,22.22,0.2,67.73625,"Inverno"
2010-07-28,209,25.46,28.93,23.28,19.4,81.8152083333333,"Inverno"
2010-07-29,210,26.4272916666667,30.92,22.81,0.2,77.8258333333333,"Inverno"
2010-07-30,211,26.0617777777778,NA,NA,1.4,NA,"Inverno"
2010-07-31,212,25.3902083333333,30.18,23.29,3.2,83.5895833333333,"Inverno"
2010-08-01,213,27.239375,31.59,22.92,0,72.4339583333333,"Inverno"
2010-08-02,214,28.1710416666667,32.14,23.79,0,64.523125,"Inverno"
2010-08-03,215,28.9454166666667,32.62,25.69,0,52.7397916666667,"Inverno"
2010-08-04,216,27.778125,32.99,23.95,0,65.61625,"Inverno"
2010-08-05,217,23.9220833333333,26.51,22.76,10.4,90.7979166666667,"Inverno"
2010-08-06,218,25.6566666666667,29.76,22.4,0.2,74.8022916666667,"Inverno"
2010-08-07,219,25.9960416666667,29.31,22.16,0,76.3022916666667,"Inverno"
2010-08-08,220,24.6166666666667,26.84,22.47,0,86.8541666666667,"Inverno"
2010-08-09,221,26.2683333333333,31.09,22.45,0,78.8954166666667,"Inverno"
2010-08-10,222,26.4085416666667,31.36,22.97,0,78.7722916666667,"Inverno"
2010-08-11,223,27.0945833333333,31.61,22.81,0,73.4860416666667,"Inverno"
2010-08-12,224,26.4483333333333,31.67,22.99,0.4,75.158125,"Inverno"
2010-08-13,225,26.1008333333333,30.66,22.92,0.2,78.2872916666667,"Inverno"
2010-08-14,226,27.1191666666667,30.93,22.19,0,68.8897916666667,"Inverno"
2010-08-15,227,26.80625,31.69,23.18,0,70.7902083333333,"Inverno"
2010-08-16,228,27.0352083333333,30.86,22.6,0,73.3347916666667,"Inverno"
2010-08-17,229,26.8475,31.72,21.77,3.4,74.1695833333333,"Inverno"
2010-08-18,230,24.375625,29.85,21.4,0.6,86.259375,"Inverno"
2010-08-19,231,25.57375,31.22,22.55,0.4,80.0354166666667,"Inverno"
2010-08-20,232,23.9120833333333,26.54,21.14,9,86.5458333333333,"Inverno"
2010-08-21,233,25.281875,30.65,21.41,0.6,81.6027083333333,"Inverno"
2010-08-22,234,26.6439583333333,31.25,22.87,0,78.1185416666667,"Inverno"
2010-08-23,235,28.0752083333333,33.21,24.17,0.2,68.7385416666667,"Inverno"
2010-08-24,236,27.9302083333333,32.24,24.18,0.2,66.8758333333333,"Inverno"
2010-08-25,237,28.4579166666667,32.56,24.74,0.2,64.7822916666667,"Inverno"
2010-08-26,238,27.9897916666667,32.62,24.86,0,67.4979166666667,"Inverno"
2010-08-27,239,28.2654166666667,32.59,23.93,0,65.79625,"Inverno"
2010-08-28,240,28.9760416666667,33.57,25.32,0,62.5008333333333,"Inverno"
2010-08-29,241,28.398125,32.88,24.26,0,65.5395833333333,"Inverno"
2010-08-30,242,28.9052083333333,32.86,24.65,0,63.405,"Inverno"
2010-08-31,243,28.9366666666667,32.86,25.21,0,63.606875,"Inverno"
2010-09-01,244,27.4552272727273,NA,NA,0.2,NA,"Inverno"
2010-09-02,245,27.7960416666667,32.62,23.94,0.4,69.9116666666667,"Inverno"
2010-09-03,246,28.796875,32.9,23.12,0,65.1460416666667,"Inverno"
2010-09-04,247,25.9502083333333,30.11,22.33,12.4,79.0908333333333,"Inverno"
2010-09-05,248,26.94,31.88,22.51,0,76.1460416666667,"Inverno"
2010-09-06,249,27.5022916666667,32.66,23.76,1.6,74.124375,"Inverno"
2010-09-07,250,24.9508333333333,30.18,22.32,3.6,83.6783333333333,"Inverno"
2010-09-08,251,25.7735416666667,29.2,22.92,0.4,83.7083333333333,"Inverno"
2010-09-09,252,25.2852083333333,29.34,20.75,3.8,80.5322916666667,"Inverno"
2010-09-10,253,23.4433333333333,28.31,20.78,73.8,87.074375,"Inverno"
2010-09-11,254,26.375625,31.27,21.13,0,74.266875,"Inverno"
2010-09-12,255,28.1875,32.72,24.75,0,68.1754166666667,"Inverno"
2010-09-13,256,29.07,32.85,25.2,0,64.7414583333333,"Inverno"
2010-09-14,257,29.3170833333333,33.61,24.25,0,60.7677083333333,"Inverno"
2010-09-15,258,29.5939583333333,33.45,25.38,0,58.7735416666667,"Inverno"
2010-09-16,259,28.560625,33.89,25.05,0.2,65.8297916666667,"Inverno"
2010-09-17,260,27.4077083333333,33.07,22.87,0,71.5989583333333,"Inverno"
2010-09-18,261,26.5375,31.12,21.54,0,75.0564583333333,"Inverno"
2010-09-19,262,27.609375,31.25,24.5,0,71.8254166666667,"Inverno"
2010-09-20,263,24.3808333333333,26.83,22.7,3.4,89.35,"Inverno"
2010-09-21,264,25.8464583333333,29.98,21.55,0,79.02625,"Inverno"
2010-09-22,265,26.0064583333333,30.9,23.04,2.8,79.630625,"Inverno"
2010-09-23,266,28.1925,32.71,23.09,0.2,66.0116666666667,"Primavera"
2010-09-24,267,29.5239583333333,33.39,25.1,0,58.4814583333333,"Primavera"
2010-09-25,268,29.11375,33.11,25.2,0,63.1039583333333,"Primavera"
2010-09-26,269,27.2870833333333,32.12,23.72,0,73.6460416666667,"Primavera"
2010-09-27,270,28.404375,33.13,22.91,0,64.7325,"Primavera"
2010-09-28,271,29.1847916666667,33.68,24.59,0,62.1014583333333,"Primavera"
2010-09-29,272,29.5135416666667,34.28,24.63,0.2,62.040625,"Primavera"
2010-09-30,273,30.2702083333333,35.56,26.46,0,58.36625,"Primavera"
2010-10-01,274,26.4960416666667,32.7,22.55,0,71.6416666666667,"Primavera"
2010-10-02,275,25.5870833333333,29.72,22.18,0,77.3810416666667,"Primavera"
2010-10-03,276,28.4783333333333,33.18,23.58,0,65.2416666666667,"Primavera"
2010-10-04,277,28.5614583333333,33.42,23.65,0,66.1045833333333,"Primavera"
2010-10-05,278,26.9572916666667,33.48,21.79,28.8,70.0308333333333,"Primavera"
2010-10-06,279,25.8938636363636,NA,NA,0.2,NA,"Primavera"
2010-10-07,280,28.6754166666667,34.24,24.31,0,70.318125,"Primavera"
2010-10-08,281,29.236875,33.86,24.94,0,63.9991666666667,"Primavera"
2010-10-09,282,29.6633333333333,33.59,24.92,0,59.495625,"Primavera"
2010-10-10,283,27.75625,32.94,24.1,0,73.0225,"Primavera"
2010-10-11,284,27.3183333333333,32.75,22.91,0,72.8054166666667,"Primavera"
2010-10-12,285,26.1527083333333,30.18,23.69,2.8,77.4089583333333,"Primavera"
2010-10-13,286,25.9983333333333,31.5,23.36,0.4,81.4289583333333,"Primavera"
2010-10-14,287,24.7239583333333,29.64,21.78,10.8,82.8160416666667,"Primavera"
2010-10-15,288,26.5375,31.99,22.48,1.6,76.6816666666667,"Primavera"
2010-10-16,289,25.0485416666667,30.53,22.32,14,83.9522916666667,"Primavera"
2010-10-17,290,25.934375,31.32,21.98,4,79.2266666666667,"Primavera"
2010-10-18,291,25.6372916666667,31.67,21.72,0.4,75.8395833333333,"Primavera"
2010-10-19,292,27.2475,32.23,22.38,0,73.2072916666667,"Primavera"
2010-10-20,293,24.303125,30.98,20.73,6.2,85.1808333333333,"Primavera"
2010-10-21,294,25.8095833333333,31.65,20.58,0.4,78.7066666666667,"Primavera"
2010-10-22,295,28.618125,33.07,24.1,0.2,65.7785416666667,"Primavera"
2010-10-23,296,26.2116666666667,28.92,22.1,52.2,80.5079166666667,"Primavera"
2010-10-24,297,24.2479166666667,30.59,20.84,11.2,85.8710416666667,"Primavera"
2010-10-25,298,24.881875,29.99,20.45,0.2,80.2841666666667,"Primavera"
2010-10-26,299,25.640625,30.29,23.23,0.2,82.3941666666667,"Primavera"
2010-10-27,300,24.47625,26.89,22.86,2.2,87.5979166666667,"Primavera"
2010-10-28,301,25.2364583333333,28.44,22.58,0.2,82.3754166666667,"Primavera"
2010-10-29,302,27.375,32.01,23.07,1.2,71.8991666666667,"Primavera"
2010-10-30,303,29.3775,33.82,24.53,0,63.3522916666667,"Primavera"
2010-10-31,304,29.1152083333333,32.61,25.4,0,66.05875,"Primavera"
2010-11-01,305,26.4525,29.84,23.3,0,78.09375,"Primavera"
2010-11-02,306,25.7002083333333,29.62,22.07,0,80.3597916666667,"Primavera"
2010-11-03,307,27.8697916666667,31.87,24.14,0,73.6929166666667,"Primavera"
2010-11-04,308,27.2495833333333,31.93,23.93,0,75.4639583333333,"Primavera"
2010-11-05,309,29.0310416666667,33.24,24.69,0,65.0733333333333,"Primavera"
2010-11-06,310,25.9377083333333,32.12,22.38,1.4,78.6227083333333,"Primavera"
2010-11-07,311,24.9708333333333,30.49,21.85,0.6,84.3575,"Primavera"
2010-11-08,312,24.246875,29.81,22.18,24,87.468125,"Primavera"
2010-11-09,313,25.9854166666667,30.79,22.18,0.4,83.7916666666667,"Primavera"
2010-11-10,314,24.7241666666667,28.12,22.36,17.4,90.91875,"Primavera"
2010-11-11,315,23.3835416666667,27.36,21.66,12,92.025,"Primavera"
2010-11-12,316,22.2210416666667,23.94,21.52,12,95.63125,"Primavera"
2010-11-13,317,24.67,30.72,21.36,0.2,82.373125,"Primavera"
2010-11-14,318,25.1710416666667,30.48,22.11,4,82.7454166666667,"Primavera"
2010-11-15,319,26.14125,31.53,21.76,0,73.8170833333333,"Primavera"
