"","data","dolar","indiceBovespa"
"998",2019-01-15,3.7172,94055.72
"999",2019-01-16,3.7366,94393.07
"1000",2019-01-17,3.7504,95351.09
"1001",2019-01-18,3.7517,96096.75
"1002",2019-01-21,3.755,96009.77
"1003",2019-01-22,3.8152,95103.38
"1004",2019-01-23,3.7663,96558.42
"1005",2019-01-24,3.7733,97677.19
"1006",2019-01-28,3.7619,95443.88
"1007",2019-01-29,3.7202,95639.33
"1008",2019-01-30,3.685,96996.21
"1009",2019-01-31,3.644,97393.74
"1010",2019-02-01,3.6597,97861.27
"1011",2019-02-04,3.6687,98588.63
"1012",2019-02-05,3.6698,98311.2
"1013",2019-02-06,3.6983,94635.57
"1014",2019-02-07,3.7167,94405.59
"1015",2019-02-08,3.7292,95343.1
"1016",2019-02-11,3.7577,94412.91
"1017",2019-02-12,3.7098,96168.4
"1018",2019-02-13,3.7544,95842.4
"1019",2019-02-14,3.7233,98015.09
"1020",2019-02-15,3.7008,97525.91
"1021",2019-02-18,3.7353,96509.89
"1022",2019-02-19,3.7231,97659.15
"1023",2019-02-20,3.7277,96544.81
"1024",2019-02-21,3.7696,96932.27
"1025",2019-02-22,3.7485,97885.6
"1026",2019-02-25,3.7521,97239.9
"1027",2019-02-26,3.7489,97602.5
"1028",2019-02-27,3.7287,97307.31
"1029",2019-02-28,3.7514,95584.35
"1030",2019-03-01,3.7752,94603.75
"1031",2019-03-06,3.8401,94216.87
"1032",2019-03-07,3.8704,94340.17
"1033",2019-03-08,3.8668,95364.85
"1034",2019-03-11,3.8403,98026.62
"1035",2019-03-12,3.8114,97828.03
"1036",2019-03-13,3.8147,98903.88
"1037",2019-03-14,3.8443,98604.67
"1038",2019-03-15,3.8144,99136.74
"1039",2019-03-18,3.7915,99993.92
"1040",2019-03-19,3.7891,99588.37
"1041",2019-03-20,3.7763,98041.37
"1042",2019-03-21,3.793,96729.08
"1043",2019-03-22,3.9071,93735.15
"1044",2019-03-25,3.8544,93662.01
"1045",2019-03-26,3.8773,95306.82
"1046",2019-03-27,3.9935,91903.4
"1047",2019-03-28,3.901,94388.94
"1048",2019-03-29,3.9247,95414.55
"1049",2019-04-01,3.8518,96054.45
"1050",2019-04-02,3.8537,95386.76
"1051",2019-04-03,3.87,94491.48
"1052",2019-04-04,3.859,96313.06
"1053",2019-04-05,3.8735,97108.17
"1054",2019-04-08,3.8495,97369.29
"1055",2019-04-09,3.851,96291.79
"1056",2019-04-10,3.8251,95953.45
"1057",2019-04-11,3.8582,94754.7
"1058",2019-04-12,3.8819,92875
"1059",2019-04-15,3.8723,93082.97
"1060",2019-04-16,3.904,94333.31
"1061",2019-04-17,3.9382,93284.75
"1062",2019-04-18,3.9274,94578.26
"1063",2019-04-22,3.9365,94588.06
"1064",2019-04-23,3.9211,95923.24
"1065",2019-04-24,3.9927,95045.43
"1066",2019-04-25,3.9542,96552.03
"1067",2019-04-26,3.9293,96236.04
"1068",2019-04-29,3.9456,96187.75
"1069",2019-04-30,3.9215,96353.33
"1070",2019-05-02,3.9661,95527.62
"1071",2019-05-03,3.9382,96007.89
"1072",2019-05-06,3.9695,95008.66
"1073",2019-05-07,3.971,94388.73
"1074",2019-05-08,3.9285,95596.61
"1075",2019-05-09,3.9466,94807.85
"1076",2019-05-10,3.9572,94257.56
"1077",2019-05-13,3.9939,91726.54
"1078",2019-05-14,3.9751,92092.44
"1079",2019-05-15,4.0017,91623.44
"1080",2019-05-16,4.0469,90024.47
"1081",2019-05-17,4.0999,89992.73
"1082",2019-05-20,4.0968,91946.19
"1083",2019-05-21,4.039,94484.63
"1084",2019-05-22,4.0403,94360.66
"1085",2019-05-23,4.0401,93910.03
"1086",2019-05-24,4.0225,93627.8
"1087",2019-05-27,4.0423,94864.25
"1088",2019-05-28,4.0247,96392.76
"1089",2019-05-29,3.9747,96566.55
"1090",2019-05-30,3.9818,97457.36
"1091",2019-05-31,3.9228,97030.32
"1092",2019-06-03,3.8859,97020.48
"1093",2019-06-04,3.8548,97380.28
"1094",2019-06-05,3.8811,95998.75
"1095",2019-06-06,3.8798,97204.85
"1096",2019-06-07,3.8789,97821.26
"1097",2019-06-10,3.8887,97466.69
"1098",2019-06-11,3.8571,98960
"1099",2019-06-12,3.8672,98320.88
"1100",2019-06-13,3.8487,98773.7
"1101",2019-06-14,3.8958,98040.06
"1102",2019-06-17,3.8883,97623.25
"1103",2019-06-18,3.8603,99404.39
"1104",2019-06-19,3.839,100303.41
"1105",2019-06-21,3.8192,102012.64
"1106",2019-06-24,3.8254,102062.33
"1107",2019-06-25,3.848,100092.95
"1108",2019-06-26,3.8445,100688.63
"1109",2019-06-27,3.8196,100723.97
"1110",2019-06-28,3.852,100967.2
"1111",2019-07-01,3.8405,101339.68
"1112",2019-07-02,3.8456,100605.17
"1113",2019-07-03,3.8272,102043.11
"1114",2019-07-04,3.8011,103636.17
"1115",2019-07-05,3.8221,104089.47
"1116",2019-07-08,3.8073,104530.22
"1117",2019-07-10,3.7546,105817.06
"1118",2019-07-11,3.7551,105146.44
"1119",2019-07-12,3.7373,103905.99
"1120",2019-07-15,3.7567,103802.69
"1121",2019-07-16,3.7687,103775.41
"1122",2019-07-17,3.7641,103855.53
"1123",2019-07-18,3.7193,104716.59
"1124",2019-07-19,3.7494,103451.93
"1125",2019-07-22,3.7407,103949.46
"1126",2019-07-23,3.7737,103704.28
"1127",2019-07-24,3.7736,104119.54
"1128",2019-07-25,3.779,102654.58
"1129",2019-07-26,3.7761,102818.93
"1130",2019-07-29,3.7816,103482.63
"1131",2019-07-30,3.7906,102932.76
"1132",2019-07-31,3.8129,101812.13
"1133",2019-08-01,3.8403,102125.94
"1134",2019-08-02,3.8893,102673.68
"1135",2019-08-05,3.9783,100097.75
"1136",2019-08-06,3.9612,102163.69
"1137",2019-08-07,3.9691,102782.37
"1138",2019-08-08,3.9199,104115.23
"1139",2019-08-09,3.9416,103996.16
"1140",2019-08-12,3.9855,101915.22
"1141",2019-08-13,3.966,103299.47
"1142",2019-08-14,4.0526,100258.01
"1143",2019-08-15,3.991,99056.91
"1144",2019-08-16,4.0058,99805.78
"1145",2019-08-19,4.0743,99468.67
"1146",2019-08-20,4.0542,99222.25
"1147",2019-08-21,4.0269,101201.9
"1148",2019-08-22,4.0706,100011.28
"1149",2019-08-23,4.1198,97667.49
"1150",2019-08-26,4.1571,96429.6
"1151",2019-08-27,4.1311,97276.19
"1152",2019-08-28,4.1682,98193.53
"1153",2019-08-29,4.1688,100524.43
"1154",2019-08-30,4.1453,101134.61
"1155",2019-09-02,4.1871,100625.74
"1156",2019-09-03,4.1681,99680.83
"1157",2019-09-04,4.095,101200.89
"1158",2019-09-05,4.1094,102243
"1159",2019-09-06,4.0618,102935.43
"1160",2019-09-09,4.0953,103180.59
"1161",2019-09-10,4.0808,103031.5
"1162",2019-09-11,4.068,103445.6
"1163",2019-09-12,4.0608,104370.91
"1164",2019-09-13,4.0849,103501.18
"1165",2019-09-16,4.081,103680.41
"1166",2019-09-17,4.0777,104616.86
"1167",2019-09-18,4.1112,104531.93
"1168",2019-09-19,4.1678,104339.16
"1169",2019-09-20,4.148,104817.4
"1170",2019-09-23,4.1638,104637.82
"1171",2019-09-24,4.165,103875.66
"1172",2019-09-25,4.149,104480.98
"1173",2019-09-26,4.1711,105319.4
"1174",2019-09-27,4.1602,105077.63
"1175",2019-09-30,4.1556,104745.32
"1176",2019-10-01,4.159,104053.4
"1177",2019-10-02,4.1293,101031.44
"1178",2019-10-03,4.0841,101516.04
"1179",2019-10-04,4.0556,102551.32
"1180",2019-10-07,4.1071,100572.77
"1181",2019-10-08,4.0954,99981.4
"1182",2019-10-09,4.1104,101248.78
"1183",2019-10-10,4.1095,101817.13
"1184",2019-10-11,4.1097,103831.92
"1185",2019-10-14,4.1265,104301.58
"1186",2019-10-15,4.1807,104489.56
"1187",2019-10-16,4.1518,105422.8
"1188",2019-10-17,4.1643,105015.77
"1189",2019-10-18,4.1117,104728.89
"1190",2019-10-21,4.1293,106022.28
"1191",2019-10-22,4.0819,107381.11
"1192",2019-10-23,4.0346,107543.59
"1193",2019-10-24,4.0415,106986.15
"1194",2019-10-25,4.0038,107363.77
"1195",2019-10-28,3.991,108187.06
"1196",2019-10-29,3.9986,107556.26
"1197",2019-10-30,3.9909,108407.54
"1198",2019-10-31,4.0184,107219.83
"1199",2019-11-01,3.9903,108195.63
"1200",2019-11-04,4.0156,108779.33
"1201",2019-11-05,3.9937,108719.02
"1202",2019-11-06,4.0836,108360.22
"1203",2019-11-07,4.1007,109580.57
"1204",2019-11-08,4.1635,107628.98
"1205",2019-11-11,4.1518,108367.44
"1206",2019-11-12,4.1677,106751.11
"1207",2019-11-13,4.1704,106059.95
"1208",2019-11-14,4.1951,106556.88
"1209",2019-11-18,4.218,106269.25
"1210",2019-11-19,4.1945,105864.18
"1211",2019-11-21,4.1932,107496.73
"1212",2019-11-22,4.1966,108692.28
"1213",2019-11-25,4.2268,108423.93
"1214",2019-11-26,4.2332,107059.4
"1215",2019-11-27,4.2638,107707.75
"1216",2019-11-28,4.1902,108290.09
"1217",2019-11-29,4.2367,108233.28
"1218",2019-12-02,4.2234,108927.83
"1219",2019-12-03,4.2066,108956.02
"1220",2019-12-04,4.208,110300.93
"1221",2019-12-05,4.186,110622.27
"1222",2019-12-06,4.1414,111125.75
"1223",2019-12-09,4.1425,110977.23
"1224",2019-12-10,4.147,110672.01
"1225",2019-12-11,4.1242,110963.87
"1226",2019-12-12,4.0908,112199.74
"1227",2019-12-13,4.1082,112564.86
"1228",2019-12-16,4.0632,111896.04
"1229",2019-12-17,4.0719,112615.66
"1230",2019-12-18,4.0634,114314.65
"1231",2019-12-19,4.0697,115131.25
"1232",2019-12-20,4.1025,115121.08
"1233",2019-12-23,4.0835,115863.29
